index,Name,CatID,Total.Records,Region,Category_Name,Entity_prc,State,OrgID,Location,Date.Made.Public,Year,Source.of.Breach.Notification,Type,Month.of.Breach
1290,Fletcher Allen Health Care,18,-1,Northeast,"Physician, Hospital",MED,Vermont,100030200,Burlington,12/12/2011,2011,PHIPrivacy.net,INSD,12
1291,"The Brigham, Women's/Faulkner Hospital",18,-1,Northeast,"Physician, Hospital",MED,Massachusetts,100094200,Boston,8/5/2011,2011,PHIPrivacy.net,PORT,8
1292,Oregon Health and Science University,18,4000,West,"Physician, Hospital",EDU,Oregon,100069500,Portland,6/12/2009,2009,Dataloss DB,PORT,6
1293,Texas Children's Hospital and Baylor College of Medicine,18,-1,Southwest,"Physician, Hospital",NGO,Texas,100093100,Houston,7/30/2010,2010,PHIPrivacy.net,PORT,7
1294,Office of Dr. Edalji and Dr. Komer,18,-1,Northeast,"Physician, Hospital",MED,Massachusetts,100065800,Brookline,5/21/2011,2011,HHS via PHIPrivacy.net,PORT,5
1295,Office of Dr. Gloria Traje-Quitoriano,18,-1,West,"Physician, Hospital",MED,California,100065900,Fresno,4/23/2012,2012,PHIPrivacy.net,PORT,4
1296,Chesapeake Wound Care Center,18,-1,Northeast,"Physician, Hospital",MED,Maryland,100017500,Gambrills,1/12/2012,2012,PHIPrivacy.net,INSD,1
1297,"Park Avenue Obstetrics and Gynecology, PC",18,-1,Southeast,"Physician, Hospital",MED,Georgia,100070900,Atlanta,5/5/2011,2011,HHS via PHIPrivacy.net,PORT,5
1298,"KCI USA, Inc.",18,-1,Southwest,"Physician, Hospital",MED,Texas,100045900,San Antonio,1/11/2012,2012,HHS via PHIPrivacy.net,PORT,1
1299,The Neighborhood Christian Clinic,18,-1,Southwest,"Physician, Hospital",MED,Arizona,100095000,Phoenix,5/10/2012,2012,Dataloss DB,PORT,5
1300,"New York University Langone Medical Center, Office of Dr. Eric C. Parker, Office of Dr. Patrick J. Kelly",18,-1,Northeast,"Physician, Hospital",MED,New York,100062400,New York,7/24/2012,2012,PHIPrivacy.net,STAT,7
1301,New York University School of Medicine Aging and Dementia Clinical Research Center,18,-1,Northeast,"Physician, Hospital",MED,New York,100062500,New York,9/13/2010,2010,HHS via PHIPrivacy.net,PORT,9
1302,Upstate University Hospital,18,-1,Northeast,"Physician, Hospital",MED,New York,100106500,Syracuse,4/26/2013,2013,PHIPrivacy.net,PORT,4
1303,"Baylor Health Care Systems, Baylor Heart and Vascular System, Baylor University Medical Center",18,-1,Southwest,"Physician, Hospital",MED,Texas,100007900,Dallas,2/15/2011,2011,PHIPrivacy.net,PORT,2
1304,US Army,18,-1,Southeast,"Physician, Hospital",GOV,District Of Columbia,100106600,Washington,12/2/2008,2008,Dataloss DB,PORT,12
1305,Legacy Health System,18,747,West,"Physician, Hospital",MED,Oregon,100049300,Portland,8/10/2007,2007,Dataloss DB,INSD,8
1306,North Bay Regional Health Centre,18,-1,West,"Physician, Hospital",MED,California,100063200,Napa,9/7/2011,2011,PHIPrivacy.net,INSD,9
1307,Arkansas Oral Facial Surgery,18,-1,NA,"Physician, Hospital",MED,Arkansas,200002663,Fayetteville,2-Oct-17,2017,Media,HACK,10
1308,Plastic Surgery Associates of South Dakota,18,"10,000",NA,"Physician, Hospital",MED,South Dakota,200002589,Sioux Falls,31-Jul-17,2017,Media,HACK,7
1309,Reading Hospital,18,12,Northeast,"Physician, Hospital",MED,Pennsylvania,100078800,Reading,5/18/2012,2012,PHIPrivacy.net,INSD,5
1310,West Penn Allegheny Health System,18,"42,000",Northeast,"Physician, Hospital",MED,Pennsylvania,100111200,Pittsburgh,12/17/2007,2007,Dataloss DB,PORT,12
1311,WestCoast Children's Clinic,18,-1,West,"Physician, Hospital",MED,California,100111400,Oakland,11/29/2012,2012,California Attorney General,DISC,11
1312,Mills-Peninsula Medical Center,18,-1,West,"Physician, Hospital",MED,California,100058200,Burlingame,8/1/2011,2011,PHIPrivacy.net,INSD,8
1313,Wake Forest Baptist Medical Center,18,357,Southeast,"Physician, Hospital",MED,South Carolina,100109100,Winston-Salem,6/2/2011,2011,PHIPrivacy.net,INSD,6
1314,Kern Medical Center,18,-1,West,"Physician, Hospital",MED,California,100046300,Bakersfield,3/5/2012,2012,PHIPrivacy.net,PHYS,3
1315,Memorial Sloan-Kettering Cancer Center,18,-1,Northeast,"Physician, Hospital",MED,New York,100056400,New York,6/13/2012,2012,PHIPrivacy.net,DISC,6
1316,Arizona Biodyne,18,57000,Southwest,"Physician, Hospital",MED,Arizona,100005200,Phoenix,7/13/2005,2005,Dataloss DB,PORT,7
1317,St. Francis Hospita and Medical Centers,18,858,NA,"Physician, Hospital",MED,Connecticut,200000004,Hartford,24-Jan-14,2014,NA,PHYS,1
1318,St. Francis Hospital,18,60,Southwest,"Physician, Hospital",MED,Oklahoma,100087400,Tulsa,4/8/2010,2010,NA,INSD,4
1319,Schneck Medical Center,18,-1,Midwest,"Physician, Hospital",MED,Indiana,100082100,Seymour,4/16/2013,2013,PHIPrivacy.net,DISC,4
1320,Mary Washington Hospital,18,-1,Southeast,"Physician, Hospital",MED,Virginia,100053800,Fredericksburg,10/19/2008,2008,Dataloss DB,DISC,10
1321,Sta-Home Health & Hospice,18,-1,Southeast,"Physician, Hospital",MED,Mississippi,100089400,Jackson,11/24/2010,2010,HHS via PHIPrivacy.net,STAT,11
1322,UCLA Health System,18,-1,West,"Physician, Hospital",MED,California,100097700,Los Angeles,11/4/2011,2011,PHIPrivacy.net,PORT,11
1323,Penn State Milton S. Hershey Medical Center,18,"1,801",NA,"Physician, Hospital",MED,Pennsylvania,200000103,Hershey ,6-Jun-14,2014,Media,INSD,6
1324,Rancho Los Amigos National Rehabilitation Center,18,-1,West,"Physician, Hospital",MED,California,100078400,Downey,3/5/2011,2011,PHIPrivacy.net,PORT,3
1325,Applegate Valley Family Medicine,18,-1,West,"Physician, Hospital",MED,Oregon,100004800,Grants Pass,4/2/2012,2012,Dataloss DB,PORT,4
1326,Yale School of Medicine,18,"1,000",Northeast,"Physician, Hospital",MED,Connecticut,100114100,New Haven,8/19/2010,2010,PHIPrivacy.net,PORT,8
1327,St. Joseph's Medical Center,18,-1,West,"Physician, Hospital",MED,California,100088000,Stockton,3/31/2012,2012,California Attorney General,PHYS,3
1328,Scoppechio,18,-1,NA,"Physician, Hospital",BSO,Kentucky,200002989,Louisville,26-Jan-18,2018,Security Breach Letter,HACK,1
1329,Scott County Memorial Hospital,18,-1,Midwest,"Physician, Hospital",MED,Indiana,100082400,Scottsburg,10/14/2011,2011,HHS via PHIPrivacy.net,PORT,10
1330,Visiting Nurse Service of New York (VNSNY),18,-1,Northeast,"Physician, Hospital",MED,New York,100108700,New York,1/25/2007,2007,Dataloss DB,PORT,1
1331,Children's Health Council,18,"6,700",West,"Physician, Hospital",NGO,California,100017800,San Jose,9/19/2005,2005,Dataloss DB,PORT,9
1332,Georgetown University Hospital,18,-1,Southeast,"Physician, Hospital",MED,District Of Columbia,100032600,Washington,3/21/2012,2012,PHIPrivacy.net,PORT,3
1333,"Office of Dr. Lee D. Pollan, DMD, PC.",18,-1,Northeast,"Physician, Hospital",MED,New York,100066400,Rochester,6/3/2013,2013,PHIPrivacy.net,PORT,6
1334,"Office of Dr. Leslie Coleman, Staff Providers",18,-1,Southeast,"Physician, Hospital",MED,Georgia,100066500,Atlanta,5/3/2011,2011,PHIPrivacy.net,INSD,5
1335,West Dermatology,18,-1,West,"Physician, Hospital",MED,California,100111100,Redlands,7/23/2012,2012,HHS via PHIPrivacy.net,UNKN,7
1336,Office of Dr. Sharon L. Rogers,18,-1,Southwest,"Physician, Hospital",MED,Texas,100067300,Corpus Christi,8/3/2012,2012,HHS via PHIPrivacy.net,PORT,8
1337,"Office of Dr. Stephen Haggard, DPM Podiatry",18,-1,West,"Physician, Hospital",MED,Washington,100067400,Federal Way,7/17/2012,2011,HHS via PHIPrivacy.net,STAT,7
1338,Loma Linda University Medical Center,18,584,West,"Physician, Hospital",MED,California,100051000,Loma Linda,5/25/2010,2010,Dataloss DB,STAT,5
1339,Huntsville Hospital,18,-1,Southeast,"Physician, Hospital",MED,Alabama,100040800,Huntsville,3/16/2012,2012,PHIPrivacy.net,PORT,3
1340,Family Care Center,18,-1,West,"Physician, Hospital",MED,Washington,100028700,Clinton,6/18/2010,2010,PHIPrivacy.net,PORT,6
1341,Tumblr,18,"65,469,300",NA,"Physician, Hospital",BSO,New York,200001069,New York,13-May-16,2016,Media,HACK,5
1342,"Santa Rosa Memorial Hospital, Privacy Manager Breach",18,"33,702",NA,"Physician, Hospital",MED,California,200001338,NA,13-Jun-14,2014,US Department of Health and Human Services,PHYS,6
1343,Granger Medical Clinic,18,-1,West,"Physician, Hospital",MED,Utah,100033600,NA,4/1/2013,2013,Media,PHYS,4
1344,Fort Worth Allergy and Asthma Associates,18,-1,Southwest,"Physician, Hospital",MED,Texas,100031200,Fort Worth,8/7/2010,2010,PHIPrivacy.net,STAT,8
1345,Foundation Medical Partners,18,-1,Northeast,"Physician, Hospital",MED,New Hampshire,100031300,Nashua,2/6/2012,2012,HHS via PHIPrivacy.net,UNKN,2
1346,WorkCare Orem,18,-1,West,"Physician, Hospital",MED,Utah,100113100,Pleasant Grove,8/3/2007,2007,Media,PHYS,8
1347,University of Arkansas for Medical Sciences (UAMS),18,-1,Southeast,"Physician, Hospital",MED,Arkansas,100100100,Little Rock,4/20/2012,2012,PHIPrivacy.net,DISC,4
1348,University of Florida College of Medicine,18,-1,Southeast,"Physician, Hospital",MED,Florida,100101400,Jacksonville,5/20/2008,2008,Dataloss DB,INSD,5
1349,University of Louisville,18,709,Southeast,"Physician, Hospital",EDU,Kentucky,100102200,Louisville,6/2/2010,2010,Dataloss DB,DISC,6
1350,V.A. Medical Center,18,"2,600",Southeast,"Physician, Hospital",GOV,South Carolina,100107100,Aiken,4/8/2011,2011,Databreaches.net,PHYS,4
1351,Beth Israel Deaconess Medical Center,18,-1,Northeast,"Physician, Hospital",MED,Massachusetts,100009400,Boston,7/18/2011,2011,PHIPrivacy.net,HACK,7
1352,"Ecco Health, LLC, Colon & Digestive Health Specialists",18,-1,Southwest,"Physician, Hospital",MED,Arizona,100026600,Scottsdale,10/19/2012,2012,HHS via PHIPrivacy.net,PORT,10
1353,"Dr, Charles Kay of Orchard Family Practice",18,100,West,"Physician, Hospital",MED,Colorado,100025700,Englewood,10/16/2006,2006,Media,PHYS,10
1354,The Center for Neurosciences,18,-1,Southwest,"Physician, Hospital",MED,Arizona,100094300,Tucson,7/31/2010,2010,PHIPrivacy.net,PORT,7
1355,Texas Health Harris Methodist Hospital Azle,18,-1,Southwest,"Physician, Hospital",MED,Texas,100093700,Azle,1/29/2011,2011,PHIPrivacy.net,PORT,1
1356,"Pure Med Spa, Brite Smile Brite Skin",18,-1,West,"Physician, Hospital",MED,Nevada,100077700,Las Vegas,1/6/2012,2012,PHIPrivacy.net,PHYS,1
1357,Affordable Medical and Surgical Services,18,-1,Midwest,"Physician, Hospital",MED,Kansas,100001500,Overland Park,3/27/2012,2012,PHIPrivacy.net,PHYS,3
1358,Office of Dr. Jeffry Barnes,18,60,Midwest,"Physician, Hospital",MED,Illinois,100066200,NA,5/7/2011,2011,PHIPrivacy.net,PHYS,5
1359,Johns Hopkins Medicine,18,100,Northeast,"Physician, Hospital",MED,Maryland,100044600,NA,11/20/2009,2009,Dataloss DB,INSD,11
1360,"University of Massachusetts Amherst, University Health Services",18,-1,Northeast,"Physician, Hospital",EDU,Massachusetts,100102600,Amherst,3/10/2011,2011,PHIPrivacy.net,HACK,3
1361,Fairview Health Services,18,-1,Midwest,"Physician, Hospital",MED,Minnesota,100028500,Minneapolis,4/14/2011,2011,PHIPrivacy.net,PHYS,4
1362,"University of California, Irvine Medical Center",18,287,West,"Physician, Hospital",MED,California,100100500,Irvine,5/11/2007,2007,Media,PHYS,5
1363,University of Texas Health Science Center,18,"2,000",Southwest,"Physician, Hospital",MED,Texas,100105000,Tyler,4/23/2008,2008,Dataloss DB,DISC,4
1364,Presbyterian Intercommunity Hospital,18,"5,000",West,"Physician, Hospital",MED,California,100074000,Whittier,3/26/2008,2008,Media,STAT,3
1365,Academy of Art University,18,0,NA,"Physician, Hospital",BSO,California,200000604,San Francisco,13-Apr-16,2016,California Attorney General,HACK,4
1366,Open Door Clinic of Greater Elgin,18,260,Midwest,"Physician, Hospital",MED,Illinois,100069100,Elgin,3/2/2010,2010,Dataloss DB,HACK,3
1367,Mahaska County Hospital,18,-1,Midwest,"Physician, Hospital",MED,Iowa,100052800,Oskaloosa,8/24/2010,2010,PHIPrivacy.net,INSD,8
1368,Rady's Childrens Hospital,18,-1,NA,"Physician, Hospital",MED,California,200000107,San Diego,19-Jun-14,2014,Media,DISC,6
1369,Rainbow Hospice and Palliative Care,18,-1,Midwest,"Physician, Hospital",MED,Illinois,100078200,Park Ridge,6/2/2010,2010,Dataloss DB,PORT,6
1370,Snake River Farms,18,-1,NA,"Physician, Hospital",BSO,Idaho,200001194,Boise ,11-May-17,2017,Vermont Attorney General,HACK,5
1371,AltaMed Health Services,18,"2,995",NA,"Physician, Hospital",MED,California,200000196,Los Angeles,29-Aug-14,2014,California Attorney General,INSD,8
1372,American Sleep Medicine,18,0,NA,"Physician, Hospital",MED,California,200000337,San Diego,16-Apr-15,2015,California Attorney General,PORT,4
1373,Texas Tech University Health Sciences Center (TTUHSC),18,700,Southwest,"Physician, Hospital",MED,Texas,100094000,Lubbock,3/26/2013,2013,PHIPrivacy.net,DISC,3
1374,DENT Neurologic Institute of Amherst,18,-1,Northeast,"Physician, Hospital",MED,New York,100023700,Amherst,5/16/2013,2013,Media,DISC,5
1375,University of Tennessee Medical Center,18,-1,Southeast,"Physician, Hospital",MED,Tennessee,100104700,Knoxville,11/27/2010,2010,PHIPrivacy.net,PHYS,11
1376,"New York-Presbyterian Hospital, Weill Cornell Medical Center",18,"49,841",Northeast,"Physician, Hospital",MED,New York,100062700,New York,4/11/2008,2008,Dataloss DB,INSD,4
1377,Desert AIDS Project (D.A.P.),18,-1,West,"Physician, Hospital",NGO,California,100024900,Palm Springs,4/20/2012,2012,California Attorney General,PORT,4
1378,Office of Dr. Robert Witham,18,-1,West,"Physician, Hospital",MED,Washington,100067000,Port Angeles,6/9/2012,2012,PHIPrivacy.net,STAT,6
1379,North Lincoln Community Health Center Clinic,18,"1,000",West,"Physician, Hospital",MED,Oregon,100063600,Lincoln City,6/14/2013,2013,PHIPrivacy.net,PHYS,6
1380,"Bon Secours Hampton Roads Health System, Bon Secours Mary Immaculate Hospital",18,"5,000",Southeast,"Physician, Hospital",MED,Virginia,100011200,Newport News,5/31/2013,2013,PHIPrivacy.net,INSD,5
1381,Carrell Clinic,18,-1,Southwest,"Physician, Hospital",MED,Texas,100015500,Dallas,7/1/2009,2009,Media,HACK,7
1382,Brooke Army Medical Center,18,-1,Southwest,"Physician, Hospital",MED,Texas,100012100,San Antonio,4/21/2010,2010,Dataloss DB,PORT,4
1383,Atlanta Veterans Affairs Medical Center,18,-1,Southeast,"Physician, Hospital",MED,Georgia,100005800,Atlanta,3/10/2010,2010,Media,INSD,3
1384,Private Medical Practice,18,-1,Midwest,"Physician, Hospital",GOV,Kansas,100075900,Olathe,2/24/2011,2011,PHIPrivacy.net,INSD,2
1385,Concord Hospital,18,13,Northeast,"Physician, Hospital",MED,New Hampshire,100020800,Concord,10/22/2011,2011,PHIPrivacy.net,INSD,10
1386,Bonney Lake Medical Center,18,"2,370",West,"Physician, Hospital",MED,Washington,100011300,Bonney Lake,9/13/2011,2011,PHIPrivacy.net,STAT,9
1387,St. Peter's Hospital,18,-1,Northeast,"Physician, Hospital",MED,New York,100088700,Albany,4/13/2010,2010,Dataloss DB,INSD,4
1388,Eisenhower Medical Center (EMC),18,-1,West,"Physician, Hospital",MED,California,100026700,Rancho Mirage,3/30/2011,2011,PHIPrivacy.net,STAT,3
1389,"Omnicell, University of Michigan Health System",18,"3,997",Midwest,"Physician, Hospital",MED,Michigan,100069000,Ann Arbor,12/22/2012,2012,PHIPrivacy.net,PORT,12
1390,Northstar Healthcare,18,-1,Midwest,"Physician, Hospital",MED,Illinois,100064200,Chicago,9/18/2012,2012,PHIPrivacy.net,DISC,9
1391,"Hospital for Veterans Affairs, Denver",18,-1,NA,"Physician, Hospital",BSF,Colorado,200000063,Denver ,28-May-14,2014,PHIPrivacy.net,STAT,5
1392,University of Connecticut Health Center,18,-1,Northeast,"Physician, Hospital",MED,Connecticut,100101000,Farmington,3/8/2013,2013,Media,INSD,3
1393,"University of Pittsburgh Medical Center, Squirrel Hill Family Medicine",18,-1,Northeast,"Physician, Hospital",MED,Pennsylvania,100104300,Pittsburgh,1/1/2006,2006,Dataloss DB,STAT,1
1394,University of Pittsburgh Student Health Services,18,-1,Northeast,"Physician, Hospital",EDU,Pennsylvania,100104400,Pittsburgh,7/14/2010,2010,PHIPrivacy.net,INSD,7
1395,Sonoma Valley Hospital,18,-1,West,"Physician, Hospital",MED,California,100085000,Sonoma,5/24/2013,2013,PHIPrivacy.net,DISC,5
1396,Ephrata Community Hospital,18,-1,Northeast,"Physician, Hospital",MED,Pennsylvania,100027400,Ephrata,6/19/2013,2013,Media,INSD,6
1397,Wood County Hospital,18,-1,Midwest,"Physician, Hospital",MED,Ohio,100112900,Bowling Green,5/17/2013,2013,HHS via PHIPrivacy.net,PHYS,5
1398,Woodwinds Hospital,18,-1,Midwest,"Physician, Hospital",MED,Minnesota,100113000,Woodbury,1/7/2013,2013,PHIPrivacy.net,INSD,1
1399,Henry Ford Health Center,18,-1,Midwest,"Physician, Hospital",MED,Michigan,100038000,Detroit,2/24/2011,2011,PHIPrivacy.net,PORT,2
1400,Oklahoma Veterans Affairs Medical Center,18,1950,Southwest,"Physician, Hospital",GOV,Oklahoma,100068700,Oklahoma City,11/17/2010,2010,PHIPrivacy.net,PHYS,11
1401,"Emory Dialysis Center, part of Emory Clinic",18,826,NA,"Physician, Hospital",MED,Georgia,200000075,Atlanta,11-Mar-14,2014,Media,PORT,3
1402,"Hartford Hospital, VNA HealthCare, Greenplum",18,"9,558",West,"Physician, Hospital",MED,California,100035800,San Mateo,7/30/2012,2012,PHIPrivacy.net,PORT,7
1403,Saint Barnabas Health Care Systems and Newark Beth Israel Medical Center,18,-1,Northeast,"Physician, Hospital",MED,New Jersey,100081100,West Orange,9/13/2010,2010,HHS via PHIPrivacy.net,PORT,9
1404,Kern Medical Center,18,-1,West,"Physician, Hospital",MED,California,100046500,Bakersfield,9/27/2010,2010,PHIPrivacy.net,HACK,9
1405,Beebe Medical Center,18,113,Southeast,"Physician, Hospital",MED,Florida,100008800,NA,3/2/2011,2011,PHIPrivacy.net,PHYS,3
1406,"U.S. Department of Veterans Affairs, VA Medical Center",18,583000,Southeast,"Physician, Hospital",MED,Alabama,100097500,NA,2/2/2007,2007,Dataloss DB,PORT,2
1407,CBIZ Medical Management Professionals,18,-1,Southeast,"Physician, Hospital",MED,Tennessee,100015900,Chattanooga,4/12/2009,2009,Dataloss DB,STAT,4
1408,CCS Medical,18,-1,Southeast,"Physician, Hospital",MED,Georgia,100016000,Savannah,12/21/2012,2012,PHIPrivacy.net,INSD,12
1409,Provena Covenant Medical Center,18,100,Midwest,"Physician, Hospital",MED,Illinois,100076800,Urbana,5/28/2011,2011,PHIPrivacy.net,INSD,5
1410,SVR Tracking,18,"540,000",NA,"Physician, Hospital",BSO,California,200002635,San Diego,21-Sep-17,2017,Media,DISC,9
1411,"Swedish Medical Center, Ballard Campus",18,1100,West,"Physician, Hospital",MED,Washington,100091700,Seattle,10/25/2006,2006,Dataloss DB,INSD,10
1412,The Lexington VA Medical Center,18,"1,900",Southeast,"Physician, Hospital",MED,Kentucky,100094800,Lexington,8/27/2011,2011,PHIPrivacy.net,PORT,8
1413,Veterans Administration Medical Center,18,22,Southeast,"Physician, Hospital",MED,Florida,100107600,Miami,12/7/2011,2011,PHIPrivacy.net,INSD,12
1414,Bear Valley Community Hospital,18,102,West,"Physician, Hospital",MED,California,100008500,Big Bear Lake,8/8/2012,2012,PHIPrivacy.net,INSD,8
1415,Mayo Clinic,18,-1,Southwest,"Physician, Hospital",MED,Arizona,100054600,Phoenix,9/9/2010,2010,PHIPrivacy.net,INSD,9
1416,Loma Linda Medical University,18,-1,West,"Physician, Hospital",MED,California,100050900,Loma Linda,12/28/2011,2011,PHIPrivacy.net,INSD,12
1417,Q Dental Group PC,18,5,Northeast,"Physician, Hospital",MED,New York,100077800,Irondequoit,8/17/2006,2006,Dataloss DB,PORT,8
1418,"Orthopedic Physician Associates, Proliance Surgeons",18,-1,West,"Physician, Hospital",MED,Washington,100070000,Seattle,4/28/2013,2013,PHIPrivacy.net,PORT,4
1419,"Texas Health Presbyterian Hospital Flower Mound, Texas Health Partners",18,-1,Southwest,"Physician, Hospital",MED,Texas,100093800,Flower Mound,8/22/2011,2011,PHIPrivacy.net,PORT,8
1420,Cancer Care Group,18,55000,Midwest,"Physician, Hospital",MED,Indiana,100014400,Indianapolis,8/28/2012,2012,PHIPrivacy.net,PORT,8
1421,St. Lukes Cornwall Hospital,18,"29,156",NA,"Physician, Hospital",MED,New York,200000768,Newburgh,14-Jan-16,2016,Media,PORT,1
1422,St. Mark's Medical Center,18,"2,988",Southwest,"Physician, Hospital",MED,Texas,100088400,La Grange,1/17/2013,2013,PHIPrivacy.net,HACK,1
1423,Henry Ford Health System,18,-1,Midwest,"Physician, Hospital",MED,Michigan,100038200,Detroit,11/15/2010,2010,PHIPrivacy.net,PORT,11
1424,University of Kentucky HealthCare,18,-1,Southeast,"Physician, Hospital",MED,Kentucky,100101900,Lexington,8/3/2012,2012,HHS via PHIPrivacy.net,PORT,8
